"Sl_No","Transmission_Type","Ownership","Fuel_Used","km_driven","Ex_Showroom_Price","On_road_Price","selling_price","Place_of_Origin","Complete_Info","Age","MRP"
"3292",""" Automatic""","""1st Owner""",""" Petrol""","78713","","871000.0","638699",""" Noida""",""" 2017 Maruti Baleno ZETA 1.2 K12 AMT Automatic""","5","871000"
"3293",""" Manual""","""1st Owner""",""" Petrol""","42478","","681000.0","544899",""" Noida""",""" 2016 Maruti Baleno DELTA 1.2 K12 Manual""","6","681000"
"3294",""" Manual""","""1st Owner""",""" Diesel""","50089","694000","","313699",""" Noida""",""" 2013 Honda Amaze 1.5 SMT I DTEC Manual""","9","832800"
"3295",""" Manual""","""1st Owner""",""" Petrol""","76882","","605000.0","405399",""" Noida""",""" 2014 Maruti Swift VXI Manual""","8","605000"
"3296",""" Manual""","""1st Owner""",""" Petrol""","38771","","812000.0","502099",""" Noida""",""" 2017 Hyundai Grand i10 Sportz(O) 1.2 MT Manual""","5","812000"
"3297",""" Manual""","""1st Owner""",""" Petrol""","36183","","706000.0","499999",""" Noida""",""" 2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","4","706000"
"3298",""" Manual""","""2nd Owner""",""" Petrol""","29252","","645000.0","649599",""" Noida""",""" 2020 Maruti Baleno DELTA 1.2 K12 Manual""","2","645000"
"3299",""" Manual""","""1st Owner""",""" Diesel""","75057","994000","","428699",""" Noida""",""" 2013 Hyundai Verna FLUIDIC 1.6 SX CRDI Manual""","9","1192800"
"3300",""" Manual""","""1st Owner""",""" Petrol""","26212","","681000.0","689199",""" Noida""",""" 2019 Maruti Baleno DELTA 1.2 K12 Manual""","3","681000"
"3301",""" Manual""","""1st Owner""",""" Petrol""","4210","","428000.0","401899",""" Noida""",""" 2019 Maruti Alto VXI Manual""","3","428000"
"3302",""" Manual""","""2nd Owner""",""" Diesel""","137612","899000","","396099",""" Noida""",""" 2014 Honda City E MT DIESEL Manual""","8","1078800"
"3303",""" Manual""","""1st Owner""",""" Petrol""","36637","","311000.0","326899",""" Noida""",""" 2018 Maruti Alto 800 LXI Manual""","4","311000"
"3304",""" Manual""","""1st Owner""",""" Diesel""","78433","988000","","483799",""" Noida""",""" 2014 Hyundai Verna FLUIDIC 1.4 EX CRDI Manual""","8","1185600"
"3305",""" Manual""","""1st Owner""",""" Diesel""","50122","","1136000.0","834399",""" Noida""",""" 2019 Ford Ecosport 1.5TITANIUM TDCI Manual""","3","1136000"
"3306",""" Manual""","""1st Owner""",""" Diesel""","24379","","888000.0","818699",""" Noida""",""" 2018 Maruti Vitara Brezza ZDI Manual""","4","888000"
"3307",""" Manual""","""2nd Owner""",""" Diesel""","24501","","815000.0","799899",""" Noida""",""" 2019 Maruti Vitara Brezza VDI Manual""","3","815000"
"3308",""" Manual""","""1st Owner""",""" Petrol + CNG""","51330","","605000.0","559799",""" Noida""",""" 2017 Maruti Swift VXI OPT Manual""","5","605000"
"3309",""" Manual""","""1st Owner""",""" Diesel""","73241","694000","","326099",""" Noida""",""" 2013 Honda Amaze 1.5 SMT I DTEC Manual""","9","832800"
"3310",""" Manual""","""1st Owner""",""" Petrol""","19699","","394000.0","384599",""" Noida""",""" 2018 Maruti Alto K10 VXI Manual""","4","394000"
"3311",""" Manual""","""2nd Owner""",""" Diesel""","66530","1345000","","1039599",""" Noida""",""" 2016 Mahindra Scorpio S10 Manual""","6","1614000"
"3312",""" Manual""","""1st Owner""",""" Diesel""","85153","","1237000.0","792799",""" Noida""",""" 2016 Hyundai Creta 1.6 SX CRDI Manual""","6","1237000"
"3313",""" Manual""","""1st Owner""",""" Petrol""","31879","","681000.0","585599",""" Noida""",""" 2018 Maruti Baleno DELTA 1.2 K12 Manual""","4","681000"
"3314",""" Manual""","""1st Owner""",""" Petrol""","34777","","706000.0","509699",""" Noida""",""" 2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual""","4","706000"
"3315",""" Automatic""","""1st Owner""",""" Petrol""","25322","","439000.0","425000",""" Noida""",""" 2017 Maruti Alto K10 VXI (O) AMT Automatic""","5","439000"
"3316",""" Manual""","""1st Owner""",""" Diesel""","74906","1345000","","1151599",""" Noida""",""" 2016 Mahindra Scorpio S10 Manual""","6","1614000"
"3317",""" Manual""","""1st Owner""",""" Diesel""","30594","","815000.0","793399",""" Noida""",""" 2019 Maruti Vitara Brezza VDI Manual""","3","815000"
"3318",""" Manual""","""1st Owner""",""" Diesel""","53689","","1136000.0","874299",""" Noida""",""" 2019 Ford Ecosport 1.5TITANIUM TDCI Manual""","3","1136000"
"3319",""" Manual""","""1st Owner""",""" Petrol""","7702","","893000.0","931299",""" Noida""",""" 2021 Maruti Vitara Brezza VXI Manual""","1","893000"
"3320",""" Manual""","""1st Owner""",""" Diesel""","28309","","3535000.0","1358299",""" Noida""",""" 2015 Audi Q3 30 TDI MT S EDITION Manual""","7","3535000"
"3321",""" Manual""","""1st Owner""",""" Petrol""","18960","","456000.0","450899",""" Noida""",""" 2020 Maruti S PRESSO VXI PLUS Manual""","2","456000"
"3322",""" Manual""","""1st Owner""",""" Diesel""","23879","","815000.0","803199",""" Noida""",""" 2019 Maruti Vitara Brezza VDI Manual""","3","815000"
"3323",""" Manual""","""1st Owner""",""" Petrol""","4055","","530000.0","505599",""" Noida""",""" 2021 Maruti S PRESSO VXI PLUS Manual""","1","530000"
"3324",""" Manual""","""1st Owner""",""" Diesel""","68298","","3535000.0","1190399",""" Noida""",""" 2014 Audi Q3 2.0 TDI MT S EDITION Manual""","8","3535000"
"3325",""" Manual""","""1st Owner""",""" Petrol""","15724","1000000","","813199",""" Noida""",""" 2019 Ford Ecosport TITANIUM PLUS 1.5 TI VCT MT Manual""","3","1200000"
"3326",""" Manual""","""1st Owner""",""" Petrol""","27217","","394000.0","349599",""" Noida""",""" 2017 Maruti Alto K10 VXI Manual""","5","394000"
"3327",""" Manual""","""1st Owner""",""" Diesel""","53954","","988000.0","856099",""" Noida""",""" 2019 Maruti Vitara Brezza ZDI PLUS Manual""","3","988000"
"3328",""" Manual""","""1st Owner""",""" Petrol""","14723","","1071000.0","821399",""" Noida""",""" 2018 Ford Ecosport 1.5 TITANIUM TI VCT Manual""","4","1071000"
"3329",""" Automatic""","""2nd Owner""",""" Petrol""","63337","","871000.0","594999",""" Noida""",""" 2017 Maruti Baleno ZETA 1.2 K12 AMT Automatic""","5","871000"
"3330",""" Manual""","""2nd Owner""",""" Diesel""","67255","","830000.0","618499",""" Noida""",""" 2017 Maruti Ciaz DELTA 1.3 DDIS SHVS Manual""","5","830000"
"3331",""" Automatic""","""1st Owner""",""" Petrol""","17557","","1115000.0","1106099",""" Noida""",""" 2020 Maruti Vitara Brezza ZXI AT SHVS Automatic""","2","1115000"
"3332",""" Manual""","""1st Owner""",""" Petrol""","6879","","433000.0","445499",""" Noida""",""" 2020 Maruti S PRESSO VXI Manual""","2","433000"
"3333",""" Manual""","""1st Owner""",""" Petrol""","38501","","755000.0","668299",""" Noida""",""" 2019 Maruti Baleno ZETA 1.2 K12 Manual""","3","755000"
"3334",""" Manual""","""3rd Owner""",""" Petrol""","23315","","681000.0","538399",""" Noida""",""" 2018 Maruti Baleno DELTA 1.2 K12 Manual""","4","681000"
"3335",""" Manual""","""2nd Owner""",""" Diesel""","24937","1104000","","790799",""" Noida""",""" 2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS Manual""","4","1324800"
"3336",""" Manual""","""1st Owner""",""" Diesel""","48022","638000","","404499",""" Noida""",""" 2015 Hyundai Grand i10 SPORTZ 1.1 CRDI Manual""","7","765600"
"3337",""" Manual""","""1st Owner""",""" Petrol""","70395","","605000.0","498399",""" Noida""",""" 2017 Maruti Swift VXI OPT Manual""","5","605000"
"3338",""" Manual""","""2nd Owner""",""" Petrol""","18853","","755000.0","551799",""" Noida""",""" 2016 Maruti Baleno ZETA 1.2 K12 Manual""","6","755000"
"3339",""" Manual""","""1st Owner""",""" Petrol""","7166","","394000.0","415699",""" Noida""",""" 2019 Maruti Alto K10 VXI Manual""","3","394000"
"3340",""" Manual""","""1st Owner""",""" Petrol""","8513","","350000.0","381899",""" Noida""",""" 2020 Maruti Alto LXI Manual""","2","350000"
"3341",""" Manual""","""2nd Owner""",""" Diesel""","80062","1068000","","417599",""" Noida""",""" 2014 Renault Duster RXL 110 PS ADVENTURE Manual""","8","1281600"
"3342",""" Manual""","""1st Owner""",""" Diesel""","35941","","970000.0","663099",""" Noida""",""" 2016 Maruti Vitara Brezza ZDI PLUS Manual""","6","970000"
"3343",""" Manual""","""1st Owner""",""" Petrol""","87555","","681000.0","492399",""" Noida""",""" 2016 Maruti Baleno DELTA 1.2 K12 Manual""","6","681000"
"3344",""" Manual""","""1st Owner""",""" Diesel""","86299","972000","","474099",""" Noida""",""" 2014 Honda City SV MT DIESEL Manual""","8","1166400"
"3345",""" Manual""","""1st Owner""",""" Petrol""","47808","","394000.0","350499",""" Noida""",""" 2017 Maruti Alto K10 VXI Manual""","5","394000"
"3346",""" Manual""","""1st Owner""",""" Diesel""","66221","","815000.0","757999",""" Noida""",""" 2019 Maruti Vitara Brezza VDI Manual""","3","815000"
"3347",""" Manual""","""1st Owner""",""" Petrol""","50045","","681000.0","544799",""" Noida""",""" 2017 Maruti Baleno DELTA 1.2 K12 Manual""","5","681000"
"3348",""" Manual""","""2nd Owner""",""" Petrol""","48434","","681000.0","531999",""" Noida""",""" 2017 Maruti Baleno DELTA 1.2 K12 Manual""","5","681000"
"3349",""" Manual""","""1st Owner""",""" Diesel""","37831","","966000.0","856899",""" Noida""",""" 2017 Maruti Vitara Brezza ZDI PLUS DUAL TONE Manual""","5","966000"
"3350",""" Automatic""","""1st Owner""",""" Petrol""","90438","","871000.0","613699",""" Noida""",""" 2017 Maruti Baleno ZETA 1.2 K12 AMT Automatic""","5","871000"
"3351",""" Manual""","""1st Owner""",""" Diesel""","35785","","1206000.0","1058299",""" Noida""",""" 2019 Mahindra XUV 3OO W8(O) Manual""","3","1206000"
"3352",""" Manual""","""1st Owner""",""" Diesel""","40129","","1270000.0","922299",""" Noida""",""" 2017 Maruti S Cross ALPHA SHVS Manual""","5","1270000"
"3353",""" Manual""","""1st Owner""",""" Petrol""","36944","","681000.0","623499",""" Noida""",""" 2019 Maruti Baleno DELTA 1.2 K12 Manual""","3","681000"
"3354",""" Manual""","""1st Owner""",""" Diesel""","58072","","908000.0","537099",""" Noida""",""" 2015 Hyundai i20 Active 1.4 SX Manual""","7","908000"
"3355",""" Manual""","""1st Owner""",""" Petrol""","63205","","830000.0","634899",""" Noida""",""" 2017 Maruti Baleno ALPHA 1.2 K12 Manual""","5","830000"
"3356",""" Manual""","""1st Owner""",""" Diesel""","85928","1211000","","794399",""" Noida""",""" 2017 Hyundai Creta 1.4 S CRDI Manual""","5","1453200"
"3357",""" Manual""","""1st Owner""",""" Diesel""","22037","","871000.0","757399",""" Noida""",""" 2017 Maruti Vitara Brezza ZDI Manual""","5","871000"
"3358",""" Manual""","""1st Owner""",""" Petrol""","64101","","681000.0","536499",""" Noida""",""" 2017 Maruti Baleno DELTA 1.2 K12 Manual""","5","681000"
"3359",""" Manual""","""1st Owner""",""" Diesel""","67786","560000","","437899",""" Noida""",""" 2014 Hyundai Elite i20 ASTA 1.4 CRDI Manual""","8","672000"
"3360",""" Manual""","""1st Owner""",""" Petrol""","14667","","394000.0","383999",""" Noida""",""" 2018 Maruti Alto K10 VXI Manual""","4","394000"
"3361",""" Automatic""","""1st Owner""",""" Petrol""","72192","","871000.0","645199",""" Noida""",""" 2017 Maruti Baleno ZETA 1.2 K12 AMT Automatic""","5","871000"
"3362",""" Manual""","""1st Owner""",""" Diesel""","37721","","815000.0","808499",""" Noida""",""" 2019 Maruti Vitara Brezza VDI Manual""","3","815000"
"3363",""" Manual""","""1st Owner""",""" Petrol""","4642","","442000.0","445199",""" Noida""",""" 2021 Maruti Alto VXI PLUS Manual""","1","442000"
"3364",""" Manual""","""2nd Owner""",""" Diesel""","28444","","791000.0","726399",""" Noida""",""" 2017 Maruti Vitara Brezza VDI OPT Manual""","5","791000"
"3365",""" Manual""","""1st Owner""",""" Diesel""","30704","","892000.0","875299",""" Noida""",""" 2019 Maruti Vitara Brezza ZDI Manual""","3","892000"
"3366",""" Manual""","""1st Owner""",""" Petrol""","44628","","755000.0","556499",""" Noida""",""" 2017 Maruti Baleno ZETA 1.2 K12 Manual""","5","755000"
"3367",""" Manual""","""2nd Owner""",""" Diesel""","8433","1067000","","779999",""" Noida""",""" 2017 Ford Ecosport 1.5 TDCI TITANIUM PLUS Manual""","5","1280400"
"3368",""" Manual""","""1st Owner""",""" Diesel""","64347","965000","","650599",""" Noida""",""" 2014 Mahindra Scorpio S4 Manual""","8","1158000"
"3369",""" Manual""","""2nd Owner""",""" Petrol""","39430","","681000.0","524999",""" Noida""",""" 2017 Maruti Baleno DELTA 1.2 K12 Manual""","5","681000"
"3370",""" Manual""","""2nd Owner""",""" Petrol""","22607","","307000.0","311099",""" Noida""",""" 2017 Maruti Alto 800 LXI Manual""","5","307000"
"3371",""" Automatic""","""1st Owner""",""" Petrol""","29117","","946000.0","740899",""" Noida""",""" 2018 Maruti Baleno ALPHA 1.2 K12 AMT Automatic""","4","946000"
"3372",""" Manual""","""1st Owner""",""" Petrol""","20047","","307000.0","311099",""" Noida""",""" 2017 Maruti Alto 800 LXI Manual""","5","307000"
"3373",""" Manual""","""1st Owner""",""" Diesel""","59411","","929000.0","652499",""" Noida""",""" 2017 Maruti Ciaz VDI+ SHVS Manual""","5","929000"
"3374",""" Manual""","""1st Owner""",""" Diesel""","36642","","970000.0","735999",""" Noida""",""" 2016 Maruti Vitara Brezza ZDI PLUS Manual""","6","970000"
"3375",""" Automatic""","""1st Owner""",""" Diesel""","32976","","5780000.0","1976899",""" Noida""",""" 2014 Audi Q5 30 TDI PREMIUM PLUS Automatic""","8","5780000"
"3376",""" Manual""","""1st Owner""",""" Diesel""","72728","","929000.0","640199",""" Noida""",""" 2017 Maruti Ciaz VDI+ SHVS Manual""","5","929000"
"3377",""" Manual""","""1st Owner""",""" Petrol""","13665","","433000.0","436999",""" Noida""",""" 2020 Maruti S PRESSO VXI Manual""","2","433000"
"3378",""" Manual""","""1st Owner""",""" Diesel""","48513","1041000","","503599",""" Noida""",""" 2014 Hyundai Verna FLUIDIC 1.6 SX CRDI Manual""","8","1249200"
"3379",""" Manual""","""1st Owner""",""" Diesel""","60628","916000","","659199",""" Noida""",""" 2018 Ford Ecosport 1.5 TREND+ TDCI Manual""","4","1099200"
"3380",""" Manual""","""1st Owner""",""" Diesel""","83316","994000","","399999",""" Noida""",""" 2013 Hyundai Verna FLUIDIC 1.6 SX CRDI Manual""","9","1192800"
"3381",""" Manual""","""1st Owner""",""" Diesel""","40785","","815000.0","803199",""" Noida""",""" 2019 Maruti Vitara Brezza VDI Manual""","3","815000"
"3382",""" Manual""","""2nd Owner""",""" Diesel""","51197","","929000.0","599399",""" Noida""",""" 2017 Ford Ecosport 1.5TITANIUM TDCI Manual""","5","929000"
"3383",""" Manual""","""1st Owner""",""" Petrol""","15523","","433000.0","455499",""" Noida""",""" 2020 Maruti S PRESSO VXI Manual""","2","433000"
"3384",""" Manual""","""1st Owner""",""" Diesel""","35879","957000","","832799",""" Noida""",""" 2018 Ford Ecosport 1.5TITANIUM TDCI Manual""","4","1148400"
"3385",""" Manual""","""1st Owner""",""" Diesel""","53046","1104000","","831199",""" Noida""",""" 2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS Manual""","4","1324800"
"3386",""" Manual""","""1st Owner""",""" Diesel""","16964","","722000.0","508599",""" Noida""",""" 2015 Maruti Swift Dzire VDI ABS Manual""","7","722000"
"3387",""" Manual""","""1st Owner""",""" Diesel""","50601","","815000.0","757899",""" Noida""",""" 2019 Maruti Vitara Brezza VDI Manual""","3","815000"
"3388",""" Manual""","""1st Owner""",""" Diesel""","72470","560000","","483799",""" Noida""",""" 2014 Hyundai Elite i20 ASTA 1.4 CRDI Manual""","8","672000"
"3389",""" Manual""","""1st Owner""",""" Diesel""","53904","","829000.0","625899",""" Noida""",""" 2015 Maruti Ertiga ZDI Manual""","7","829000"
"3390",""" Manual""","""2nd Owner""",""" Diesel""","38538","","1270000.0","871799",""" Noida""",""" 2017 Maruti S Cross ALPHA SHVS Manual""","5","1270000"
"3391",""" Manual""","""1st Owner""",""" Diesel""","20960","","815000.0","797899",""" Noida""",""" 2019 Maruti Vitara Brezza VDI Manual""","3","815000"
"3392",""" Manual""","""1st Owner""",""" Petrol""","40758","","394000.0","324499",""" Noida""",""" 2017 Maruti Alto K10 VXI OPT Manual""","5","394000"
"3393",""" Manual""","""3rd Owner""",""" Diesel""","52410","","942000.0","615699",""" Noida""",""" 2018 Maruti Vitara Brezza LDI OPT Manual""","4","942000"
"3394",""" Manual""","""1st Owner""",""" Diesel""","39101","714000","","463499",""" Noida""",""" 2014 Hyundai Elite i20 MAGNA 1.4 CRDI Manual""","8","856800"
"3395",""" Manual""","""1st Owner""",""" Petrol""","13274","","394000.0","424299",""" Noida""",""" 2019 Maruti Alto K10 VXI Manual""","3","394000"
"3396",""" Manual""","""3rd Owner""",""" Diesel""","141436","768000","","465099",""" Noida""",""" 2015 Hyundai Elite i20 ASTA 1.4 CRDI Manual""","7","921600"
"3397",""" Manual""","""1st Owner""",""" Diesel""","26769","","871000.0","729799",""" Noida""",""" 2016 Maruti Vitara Brezza ZDI Manual""","6","871000"
"3398",""" Manual""","""1st Owner""",""" Petrol""","11396","","433000.0","456099",""" Noida""",""" 2020 Maruti S PRESSO VXI Manual""","2","433000"
"3399",""" Automatic""","""2nd Owner""",""" Diesel""","39292","5180000","","1901999",""" Noida""",""" 2015 Audi A6 35 TDI S LINE Automatic""","7","6216000"
"3400",""" Manual""","""1st Owner""",""" Diesel""","73886","638000","","397599",""" Noida""",""" 2015 Hyundai Grand i10 SPORTZ 1.1 CRDI Manual""","7","765600"
"3401",""" Manual""","""1st Owner""",""" Diesel""","29974","560000","","306299",""" Noida""",""" 2013 Hyundai i20 ERA 1.4 CRDI Manual""","9","672000"
"3402",""" Manual""","""1st Owner""",""" Petrol""","18150","","394000.0","377599",""" Noida""",""" 2018 Maruti Alto K10 VXI Manual""","4","394000"
"3403",""" Manual""","""2nd Owner""",""" Diesel""","30950","","966000.0","642399",""" Noida""",""" 2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE Manual""","6","966000"
"3404",""" Manual""","""1st Owner""",""" Petrol""","38083","","394000.0","398199",""" Noida""",""" 2019 Maruti Alto K10 VXI Manual""","3","394000"
"3405",""" Manual""","""1st Owner""",""" Diesel""","83338","","908000.0","509699",""" Noida""",""" 2015 Hyundai i20 Active 1.4 SX Manual""","7","908000"
"3406",""" Manual""","""1st Owner""",""" Diesel""","77362","","929000.0","582899",""" Noida""",""" 2016 Ford Ecosport 1.5TITANIUM TDCI Manual""","6","929000"
"3407",""" Manual""","""2nd Owner""",""" Diesel""","53672","714000","","428399",""" Noida""",""" 2015 Hyundai Elite i20 MAGNA 1.4 CRDI Manual""","7","856800"
"3408",""" Manual""","""1st Owner""",""" Petrol""","39162","","595000.0","556699",""" Noida""",""" 2019 Maruti Baleno SIGMA 1.2 K12 Manual""","3","595000"
"3409",""" Manual""","""1st Owner""",""" Diesel""","31295","","791000.0","695199",""" Noida""",""" 2016 Maruti Vitara Brezza VDI OPT Manual""","6","791000"
"3410",""" Manual""","""2nd Owner""",""" Petrol""","35325","","681000.0","528099",""" Noida""",""" 2017 Maruti Baleno DELTA 1.2 K12 Manual""","5","681000"
"3411",""" Manual""","""1st Owner""",""" Diesel""","46911","","1040000.0","629299",""" Noida""",""" 2015 Maruti S Cross ALPHA 1.3 Manual""","7","1040000"
"3412",""" Manual""","""1st Owner""",""" Diesel""","78468","630000","","354299",""" Noida""",""" 2013 Hyundai i20 SPORTZ 1.4 CRDI Manual""","9","756000"
"3413",""" Automatic""","""1st Owner""",""" Diesel""","55470","","1027000.0","883499",""" Noida""",""" 2018 Maruti Vitara Brezza ZDI + AMT Automatic""","4","1027000"
"3414",""" Manual""","""1st Owner""",""" Diesel""","44837","789000","","473399",""" Noida""",""" 2014 Hyundai Elite i20 SPORTZ (O) 1.4 Manual""","8","946800"
"3415",""" Manual""","""1st Owner""",""" Petrol""","52027","","394000.0","371599",""" Noida""",""" 2019 Maruti Alto K10 VXI Manual""","3","394000"
"3416",""" Manual""","""1st Owner""",""" Diesel""","40453","1104000","","834199",""" Noida""",""" 2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS Manual""","4","1324800"
"3417",""" Manual""","""1st Owner""",""" Petrol""","43335","","394000.0","345199",""" Noida""",""" 2018 Maruti Alto K10 VXI Manual""","4","394000"
"3418",""" Manual""","""2nd Owner""",""" Diesel""","55051","","810000.0","679499",""" Noida""",""" 2018 Maruti Vitara Brezza VDI Manual""","4","810000"
"3419",""" Manual""","""1st Owner""",""" Diesel""","42240","1067000","","726199",""" Noida""",""" 2017 Ford Ecosport 1.5 TDCI TITANIUM PLUS Manual""","5","1280400"
"3420",""" Manual""","""1st Owner""",""" Diesel""","27613","","817000.0","696999",""" Noida""",""" 2016 Maruti Vitara Brezza VDI Manual""","6","817000"
"3421",""" Manual""","""1st Owner""",""" Diesel""","32303","1104000","","858399",""" Noida""",""" 2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS Manual""","4","1324800"
"3422",""" Manual""","""3rd Owner""",""" Diesel""","57654","1104000","","732499",""" Noida""",""" 2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS Manual""","4","1324800"
"3423",""" Manual""","""1st Owner""",""" Diesel""","67285","1096000","","601199",""" Noida""",""" 2016 Renault Duster 85 PS RXL Manual""","6","1315200"
"3424",""" Manual""","""1st Owner""",""" Diesel""","73060","789000","","447899",""" Noida""",""" 2014 Hyundai Elite i20 SPORTZ (O) 1.4 Manual""","8","946800"
"3425",""" Manual""","""2nd Owner""",""" Diesel""","50837","","725000.0","357199",""" Noida""",""" 2013 Hyundai Grand i10 SPORTZ 1.1 CRDI Manual""","9","725000"
"3426",""" Manual""","""1st Owner""",""" Petrol""","12404","","394000.0","414699",""" Noida""",""" 2019 Maruti Alto K10 VXI Manual""","3","394000"
"3427",""" Manual""","""1st Owner""",""" Diesel""","79063","957000","","775199",""" Noida""",""" 2018 Ford Ecosport 1.5TITANIUM TDCI Manual""","4","1148400"
"3428",""" Manual""","""1st Owner""",""" Petrol + CNG""","26369","","503000.0","515099",""" Noida""",""" 2021 Maruti Alto LXI CNG Manual""","1","503000"
"3429",""" Manual""","""1st Owner""",""" Petrol""","46300","","681000.0","524099",""" Noida""",""" 2017 Maruti Baleno DELTA 1.2 K12 Manual""","5","681000"
"3430",""" Automatic""","""1st Owner""",""" Diesel""","44694","","4528000.0","1283299",""" Noida""",""" 2014 Audi A4 2.0 TDI 174BHP Automatic""","8","4528000"
"3431",""" Manual""","""1st Owner""",""" Petrol""","5633","","394000.0","410799",""" Noida""",""" 2019 Maruti Alto K10 VXI Manual""","3","394000"
"3432",""" Manual""","""1st Owner""",""" Diesel""","68107","1243000","","682199",""" Noida""",""" 2017 Renault Duster RXZ DIESEL 110 Manual""","5","1491600"
"3433",""" Manual""","""2nd Owner""",""" Diesel""","46366","957000","","746699",""" Noida""",""" 2018 Ford Ecosport 1.5TITANIUM TDCI Manual""","4","1148400"
"3434",""" Manual""","""1st Owner""",""" Petrol""","39431","","301000.0","201399",""" Noida""",""" 2009 Maruti Zen Estilo VXI Manual""","13","301000"
"3435",""" Manual""","""1st Owner""",""" Diesel""","47134","787000","","387699",""" Noida""",""" 2014 Hyundai i20 SPORTZ 1.4 CRDI Manual""","8","944400"
"3436",""" Manual""","""1st Owner""",""" Diesel""","118048","","1237000.0","719299",""" Noida""",""" 2015 Hyundai Creta 1.6 SX CRDI Manual""","7","1237000"
"3437",""" Manual""","""1st Owner""",""" Diesel""","39171","957000","","749299",""" Noida""",""" 2018 Ford Ecosport 1.5TITANIUM TDCI Manual""","4","1148400"
"3438",""" Manual""","""1st Owner""",""" Diesel""","76733","","991000.0","564599",""" Noida""",""" 2015 Maruti Ciaz ZDI SHVS Manual""","7","991000"
"3439",""" Manual""","""1st Owner""",""" Diesel""","77777","","929000.0","549499",""" Noida""",""" 2016 Maruti Ciaz VDI+ SHVS Manual""","6","929000"
"3440",""" Manual""","""2nd Owner""",""" Diesel""","93680","649000","","469599",""" Noida""",""" 2015 Hyundai Elite i20 SPORTZ 1.4 Manual""","7","778800"
"3441",""" Manual""","""1st Owner""",""" Diesel""","59717","799000","799000.0","448499",""" Noida""",""" 2014 Ford Ecosport 1.5TITANIUM TDCI Manual""","8","799000"
"3442",""" Manual""","""1st Owner""",""" Diesel""","67443","","830000.0","557299",""" Noida""",""" 2016 Maruti Baleno ALPHA DDIS 190 Manual""","6","830000"
"3443",""" Manual""","""1st Owner""",""" Diesel""","53544","","929000.0","673899",""" Noida""",""" 2017 Ford Ecosport 1.5TITANIUM TDCI Manual""","5","929000"
"3444",""" Manual""","""1st Owner""",""" Diesel""","52655","957000","","782399",""" Noida""",""" 2018 Ford Ecosport 1.5TITANIUM TDCI Manual""","4","1148400"
"3445",""" Manual""","""1st Owner""",""" Diesel""","90345","1074000","","680599",""" Noida""",""" 2018 Renault Duster RXS 85 PS Manual""","4","1288800"
"3446",""" Manual""","""1st Owner""",""" Diesel""","45710","649000","","505399",""" Noida""",""" 2015 Hyundai Elite i20 SPORTZ 1.4 Manual""","7","778800"
"3447",""" Manual""","""2nd Owner""",""" Diesel""","75956","","964000.0","616399",""" Noida""",""" 2016 Maruti Ciaz ZDI+ SHVS RS MT Manual""","6","964000"
"3448",""" Manual""","""1st Owner""",""" Petrol""","35008","","311000.0","319499",""" Noida""",""" 2018 Maruti Alto 800 LXI Manual""","4","311000"
"3449",""" Manual""","""1st Owner""",""" Diesel""","70806","1053000","","397699",""" Noida""",""" 2013 Renault Duster 85 PS RXL OPT Manual""","9","1263600"
"3450",""" Manual""","""1st Owner""",""" Diesel""","39714","1104000","","907099",""" Noida""",""" 2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS Manual""","4","1324800"
"3451",""" Manual""","""2nd Owner""",""" Diesel""","87758","1345000","","1022099",""" Noida""",""" 2016 Mahindra Scorpio S10 Manual""","6","1614000"
"3452",""" Manual""","""1st Owner""",""" Diesel""","50839","976000","","391399",""" Noida""",""" 2014 Renault Duster 85 PS RXL Manual""","8","1171200"
"3453",""" Manual""","""1st Owner""",""" Diesel""","36225","","829000.0","548799",""" Noida""",""" 2014 Maruti Ertiga ZDI Manual""","8","829000"
"3454",""" Manual""","""1st Owner""",""" Diesel""","41648","","929000.0","532299",""" Noida""",""" 2015 Ford Ecosport 1.5TITANIUM TDCI Manual""","7","929000"
"3455",""" Manual""","""4th Owner""",""" Diesel""","66021","813000","","498899",""" Noida""",""" 2015 Hyundai Elite i20 SPORTZ (O) 1.4 Manual""","7","975600"
"3456",""" Manual""","""1st Owner""",""" Diesel""","37191","","970000.0","696099",""" Noida""",""" 2016 Maruti Vitara Brezza ZDI PLUS Manual""","6","970000"
"3457",""" Manual""","""2nd Owner""",""" Diesel""","66181","","817000.0","624899",""" Noida""",""" 2016 Maruti Vitara Brezza VDI Manual""","6","817000"
"3458",""" Manual""","""1st Owner""",""" Diesel""","32690","","815000.0","777999",""" Noida""",""" 2019 Maruti Vitara Brezza VDI Manual""","3","815000"
"3459",""" Automatic""","""2nd Owner""",""" Diesel""","82138","","6007000.0","1828399",""" Noida""",""" 2015 BMW 5 Series 520D LUXURY LINE Automatic""","7","6007000"
